last_name,first_name,player_id,year,b_ab,batting_avg,slg_percent,on_base_percent,xba,xslg,xwoba,xobp,xiso,xwobacon,xbacon,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,hard_hit_percent
Ford,Mike,645801,2022,131,0.206,0.313,0.302,0.21,0.302,0.278,0.306,0.092,0.318,0.303,88.7,18.1,3.3,33
Devers,Rafael,646240,2022,555,0.295,0.521,0.358,0.282,0.497,0.361,0.348,0.215,0.42,0.355,93.1,11.3,11.5,50.9
Naylor,Josh,647304,2022,449,0.256,0.452,0.319,0.257,0.43,0.327,0.323,0.173,0.358,0.312,89.4,10.3,8.6,42.8
Toro,Abraham,647351,2022,324,0.185,0.324,0.239,0.226,0.372,0.284,0.277,0.146,0.318,0.28,87,16.7,6.8,29.7
Diaz,Aledmys,649557,2022,305,0.243,0.403,0.287,0.261,0.396,0.308,0.306,0.134,0.343,0.315,86.6,12.4,6.3,36.8
Urias,Luis,649966,2022,406,0.239,0.404,0.335,0.238,0.398,0.326,0.335,0.161,0.358,0.311,87.3,18,8.3,35.3
Diaz,Lewin,650331,2022,160,0.169,0.288,0.224,0.167,0.262,0.219,0.223,0.095,0.275,0.248,88.3,15.6,5.6,28.7
Arraez,Luis,650333,2022,547,0.316,0.42,0.375,0.288,0.408,0.333,0.35,0.121,0.326,0.311,88.9,12.9,3.6,30.2
Jimenez,Eloy,650391,2022,292,0.295,0.5,0.358,0.266,0.512,0.365,0.335,0.246,0.437,0.35,92.8,7.4,14.7,54.9
Torres,Gleyber,650402,2022,526,0.257,0.451,0.309,0.244,0.441,0.319,0.298,0.198,0.385,0.321,90.4,17.5,10.7,45.3
Castro,Willi,650489,2022,365,0.241,0.367,0.283,0.261,0.339,0.29,0.304,0.079,0.34,0.335,84.8,13.9,3.5,31.4
Diaz,Yandy,650490,2022,473,0.296,0.423,0.401,0.288,0.424,0.365,0.395,0.137,0.353,0.329,92.2,7.7,4.8,49
DeLaCruz,Bryan,650559,2022,329,0.252,0.432,0.293,0.287,0.498,0.355,0.327,0.212,0.458,0.39,90.8,9.8,11.9,47.3
Rengifo,Luis,650859,2022,489,0.264,0.429,0.294,0.254,0.392,0.296,0.285,0.138,0.333,0.303,86.9,9.9,5.4,33.6
Adams,Riley,656180,2022,142,0.176,0.31,0.245,0.2,0.354,0.276,0.267,0.154,0.353,0.297,90.2,13.5,9.4,45.8
Allen,Greg,656185,2022,118,0.186,0.271,0.254,0.176,0.246,0.229,0.251,0.07,0.282,0.271,87.6,8.5,2.5,32.5
Chapman,Matt,656305,2022,538,0.229,0.433,0.324,0.234,0.44,0.341,0.331,0.206,0.425,0.342,92.2,19,12.9,51.2
Chavis,Michael,656308,2022,401,0.229,0.389,0.265,0.217,0.336,0.261,0.256,0.119,0.348,0.315,85.4,11.1,7.5,38.7
Fairchild,Stuart,656413,2022,97,0.247,0.464,0.336,0.221,0.396,0.317,0.313,0.175,0.409,0.341,88.9,13.3,9.5,41.3
Hilliard,Sam,656541,2022,174,0.184,0.264,0.28,0.216,0.361,0.303,0.312,0.145,0.37,0.323,92,13.4,9.2,48.7
Hoskins,Rhys,656555,2022,589,0.246,0.462,0.332,0.239,0.445,0.338,0.327,0.207,0.408,0.333,90.1,18.1,11.1,44.3
Joe,Connor,656582,2022,404,0.238,0.359,0.338,0.241,0.34,0.311,0.342,0.1,0.333,0.317,85.3,10.6,4.5,33.8
Luplow,Jordan,656669,2022,205,0.176,0.361,0.274,0.198,0.351,0.288,0.293,0.153,0.331,0.278,87.2,17.7,7.5,32.9
McKinstry,Zach,656716,2022,166,0.199,0.361,0.27,0.229,0.342,0.288,0.3,0.113,0.359,0.333,86.4,12.9,4.3,30.2
MullinsII,Cedric,656775,2022,608,0.258,0.403,0.317,0.232,0.349,0.288,0.297,0.117,0.318,0.293,88.8,17.4,4.9,37.3
O'Hearn,Ryan,656811,2022,134,0.239,0.321,0.29,0.271,0.425,0.327,0.321,0.154,0.405,0.367,92.1,13.4,7,48
Rivera,Emmanuel,656896,2022,330,0.233,0.409,0.292,0.238,0.41,0.31,0.296,0.173,0.37,0.316,90.4,9.8,9.3,38.3
Schwarber,Kyle,656941,2022,577,0.218,0.504,0.323,0.237,0.535,0.375,0.341,0.298,0.501,0.365,93.3,19.2,20.1,54.4
Smith,Pavin,656976,2022,245,0.22,0.367,0.3,0.213,0.375,0.301,0.297,0.162,0.353,0.294,87.9,15.2,9.9,35.9
Thomas,Lane,657041,2022,498,0.241,0.404,0.301,0.222,0.357,0.286,0.286,0.135,0.339,0.302,86.4,12.5,6.5,34.5
Verdugo,Alex,657077,2022,593,0.28,0.405,0.328,0.278,0.428,0.329,0.327,0.151,0.353,0.323,89.1,8.4,6,38.2
DeJong,Paul,657557,2022,210,0.157,0.286,0.245,0.182,0.327,0.267,0.267,0.146,0.345,0.287,87.6,21.7,9.8,37.6
Laureano,Ramon,657656,2022,346,0.211,0.376,0.287,0.219,0.402,0.307,0.294,0.183,0.38,0.313,88.7,14.9,11.6,38.4
Papierski,Michael,657709,2022,91,0.143,0.187,0.223,0.171,0.204,0.217,0.253,0.033,0.231,0.24,77.4,12.2,0,9
Sheets,Gavin,657757,2022,377,0.241,0.411,0.295,0.224,0.359,0.283,0.281,0.135,0.325,0.29,88.6,14.8,6.5,36.1
Olivares,Edward,658668,2022,161,0.286,0.41,0.333,0.288,0.433,0.339,0.339,0.145,0.403,0.373,89.2,6.6,6.3,38.9
Moncada,Yoan,660162,2022,397,0.212,0.353,0.273,0.22,0.375,0.289,0.282,0.155,0.36,0.309,88.7,15.7,9.8,37.5
Ohtani,Shohei,660271,2022,586,0.273,0.519,0.356,0.275,0.549,0.383,0.358,0.274,0.481,0.377,92.9,12.1,16.8,49.8
Tsutsugo,Yoshi,660294,2022,170,0.171,0.229,0.249,0.197,0.285,0.254,0.275,0.088,0.29,0.274,88.8,10.1,5.6,36.3
Castillo,Diego,660636,2022,262,0.206,0.382,0.251,0.224,0.389,0.292,0.273,0.164,0.374,0.315,89.1,14.6,9.9,38.7
Brujan,Vidal,660644,2022,147,0.163,0.259,0.228,0.189,0.256,0.236,0.256,0.066,0.261,0.255,86.1,14.2,2.7,27.7
Garcia,Dermis,660650,2022,116,0.207,0.388,0.264,0.167,0.324,0.244,0.227,0.157,0.398,0.318,86.5,12.2,13.1,42.6
AcunaJr.,Ronald,660670,2022,467,0.266,0.413,0.351,0.272,0.486,0.366,0.358,0.214,0.444,0.371,91.2,10.8,12.8,49.7
Ruiz,Keibert,660688,2022,394,0.251,0.36,0.312,0.277,0.403,0.328,0.337,0.126,0.338,0.317,88,14.9,3.7,32.3
Montero,Elehuris,660707,2022,176,0.233,0.432,0.27,0.213,0.338,0.26,0.251,0.125,0.36,0.323,89.8,13.2,8.6,39.7
Gonzalez,Oscar,660757,2022,362,0.296,0.461,0.327,0.279,0.422,0.32,0.313,0.143,0.383,0.352,88.6,5.4,7.3,40.1
Yepez,Juan,660766,2022,253,0.253,0.447,0.296,0.216,0.394,0.286,0.263,0.178,0.34,0.281,86.5,17.1,9.2,33.7
Sanchez,Jesus,660821,2022,313,0.214,0.403,0.28,0.226,0.383,0.298,0.29,0.158,0.37,0.318,89.5,11,9.9,40.5
Contreras,William,661388,2022,334,0.278,0.506,0.354,0.243,0.479,0.347,0.323,0.235,0.446,0.352,90.4,6.1,13.4,46.6
Serven,Brian,661531,2022,187,0.203,0.332,0.259,0.212,0.291,0.254,0.271,0.08,0.286,0.277,84.5,12.5,2.7,29.5
Varsho,Daulton,662139,2022,531,0.235,0.443,0.301,0.214,0.389,0.298,0.285,0.176,0.355,0.294,87.7,14.9,10.2,35.6
Nootbaar,Lars,663457,2022,290,0.228,0.448,0.34,0.247,0.414,0.346,0.36,0.167,0.377,0.325,91.7,10.7,12.1,46
Nevin,Tyler,663527,2022,157,0.197,0.261,0.299,0.212,0.324,0.291,0.314,0.111,0.324,0.296,87.3,17.7,3.5,37.7
Hoerner,Nico,663538,2022,481,0.281,0.41,0.327,0.27,0.367,0.301,0.318,0.097,0.314,0.306,87.2,10.6,2.6,33.5
Riley,Austin,663586,2022,615,0.273,0.528,0.349,0.271,0.531,0.378,0.349,0.26,0.468,0.372,92.5,12.9,15.7,50.8
Madrigal,Nick,663611,2022,209,0.249,0.282,0.303,0.256,0.311,0.283,0.313,0.055,0.286,0.295,85.9,-0.2,0,24.6
Larnach,Trevor,663616,2022,160,0.231,0.406,0.306,0.227,0.442,0.322,0.303,0.215,0.437,0.349,90.1,13.1,11.4,43.8
Mountcastle,Ryan,663624,2022,555,0.25,0.423,0.305,0.277,0.509,0.362,0.332,0.232,0.463,0.381,91.3,15.9,15,46.3
McKenna,Ryan,663630,2022,156,0.237,0.34,0.291,0.21,0.331,0.267,0.271,0.121,0.361,0.325,86.7,15.4,9.6,30.1
Hayes,Ke'Bryan,663647,2022,505,0.244,0.345,0.314,0.25,0.354,0.303,0.321,0.105,0.347,0.33,91,5.2,3.9,46.8
Tucker,Kyle,663656,2022,544,0.257,0.478,0.328,0.262,0.482,0.353,0.336,0.22,0.386,0.319,90,19,10.2,42.4
India,Jonathan,663697,2022,386,0.249,0.378,0.327,0.238,0.353,0.301,0.318,0.116,0.339,0.315,85.1,14.5,4.8,28.8
Bart,Joey,663698,2022,261,0.215,0.364,0.296,0.21,0.37,0.296,0.292,0.16,0.439,0.37,87.3,16.3,10.1,43
Raleigh,Cal,663728,2022,370,0.211,0.489,0.284,0.216,0.461,0.324,0.29,0.246,0.422,0.317,90.9,22.5,15.4,43.5
Fortes,Nick,663743,2022,217,0.23,0.392,0.304,0.249,0.398,0.319,0.322,0.148,0.353,0.316,89.3,15.4,7,37.8
Grisham,Trent,663757,2022,451,0.184,0.341,0.281,0.204,0.354,0.295,0.302,0.15,0.358,0.304,88.3,15.1,8.1,35.5
Vierling,Matt,663837,2022,325,0.246,0.351,0.297,0.279,0.408,0.327,0.331,0.129,0.379,0.353,91.2,12,5,47.1
RivasIII,Alfonso,663845,2022,251,0.235,0.307,0.321,0.219,0.308,0.281,0.309,0.09,0.349,0.333,86.9,4.9,4.2,35.3
Gonzalez,Romy,663853,2022,105,0.238,0.352,0.257,0.228,0.359,0.265,0.248,0.131,0.401,0.36,91.2,3.3,9,49.3
Stephenson,Tyler,663886,2022,166,0.319,0.482,0.372,0.26,0.394,0.318,0.323,0.134,0.395,0.364,87.1,11.1,6.6,34.7
Williams,Luke,663897,2022,127,0.236,0.315,0.287,0.198,0.272,0.233,0.251,0.074,0.313,0.302,83.3,16.7,3.6,22.9
Rodgers,Brendan,663898,2022,527,0.266,0.408,0.325,0.265,0.404,0.326,0.33,0.139,0.361,0.331,90,4.6,7.2,45.9
Lowe,Nathaniel,663993,2022,593,0.302,0.492,0.358,0.275,0.459,0.344,0.333,0.184,0.419,0.365,90.2,8.2,9.9,44.8
Happ,Ian,664023,2022,573,0.271,0.44,0.342,0.239,0.379,0.306,0.315,0.14,0.359,0.322,89.7,10.9,6.5,40.4
France,Ty,664034,2022,551,0.274,0.436,0.338,0.262,0.398,0.321,0.33,0.136,0.343,0.316,87.6,10.1,5.4,36.7
Lowe,Brandon,664040,2022,235,0.221,0.383,0.308,0.237,0.401,0.32,0.322,0.164,0.368,0.318,89.4,16.6,10.3,38.9
Bader,Harrison,664056,2022,292,0.25,0.356,0.294,0.234,0.321,0.27,0.279,0.088,0.307,0.295,83.4,16.7,3.4,26.3
Fletcher,David,664058,2022,216,0.255,0.333,0.285,0.285,0.344,0.295,0.317,0.059,0.299,0.308,82.1,15,0,7.4
Haggerty,Sam,664059,2022,176,0.256,0.403,0.333,0.23,0.33,0.285,0.313,0.1,0.344,0.325,86,13.6,4,24.6
Moore,Dylan,664238,2022,205,0.224,0.385,0.365,0.202,0.36,0.322,0.35,0.158,0.378,0.317,87.2,20.7,12.9,36.4
Garlick,Kyle,664247,2022,150,0.233,0.433,0.284,0.227,0.423,0.305,0.279,0.195,0.405,0.332,90.2,15.1,9.7,47.6
Lopez,Alejo,664670,2022,145,0.262,0.331,0.314,0.249,0.329,0.28,0.303,0.08,0.295,0.292,83.8,9.3,0.8,20.2
Straw,Myles,664702,2022,535,0.221,0.273,0.29,0.236,0.301,0.275,0.306,0.065,0.278,0.281,87,9.8,0.7,26.5
Isbel,Kyle,664728,2022,256,0.211,0.34,0.263,0.22,0.323,0.266,0.273,0.102,0.33,0.31,89.7,10.6,4.9,44.6
Higgins,P.J.,664731,2022,201,0.229,0.383,0.306,0.205,0.287,0.264,0.29,0.081,0.3,0.288,86,8.7,3.4,25.5
Bohm,Alec,664761,2022,586,0.28,0.398,0.315,0.29,0.436,0.333,0.327,0.146,0.383,0.353,90.2,10.4,6.8,43
WadeJr.,LaMonte,664774,2022,217,0.207,0.359,0.303,0.221,0.407,0.321,0.317,0.187,0.349,0.287,87.7,21.1,9.5,34.3
Zavala,Seby,664874,2022,178,0.27,0.382,0.341,0.207,0.326,0.283,0.295,0.119,0.362,0.324,88.8,22.7,9.2,37
Mendick,Danny,664901,2022,97,0.289,0.443,0.34,0.229,0.327,0.273,0.287,0.099,0.313,0.3,86.8,10.3,4,20
Brown,Seth,664913,2022,500,0.23,0.444,0.305,0.251,0.454,0.338,0.324,0.203,0.426,0.354,89.2,15.8,13,41.4
McCarthy,Jake,664983,2022,321,0.283,0.427,0.339,0.249,0.357,0.298,0.31,0.108,0.343,0.325,87.4,8,4.8,33.7
Clemens,Kody,665019,2022,117,0.145,0.308,0.197,0.193,0.325,0.249,0.242,0.132,0.304,0.264,89.4,17.4,5.8,37.2
Walsh,Jared,665120,2022,423,0.215,0.374,0.269,0.221,0.368,0.28,0.274,0.147,0.376,0.328,90.1,10.7,9.5,42.5
Pena,Jeremy,665161,2022,521,0.253,0.426,0.287,0.248,0.397,0.3,0.285,0.149,0.376,0.333,88.1,8.7,9.7,36.7
Celestino,Gilberto,665482,2022,311,0.238,0.302,0.311,0.219,0.294,0.27,0.297,0.075,0.298,0.292,87.3,-1.9,2.5,34.3
GuerreroJr.,Vladimir,665489,2022,638,0.274,0.48,0.339,0.276,0.462,0.348,0.342,0.185,0.387,0.337,92.8,4.3,11.2,50.4
Pache,Cristian,665506,2022,241,0.166,0.241,0.215,0.228,0.3,0.259,0.276,0.072,0.326,0.322,89.4,3.8,3.4,40.8
Soto,Juan,665742,2022,524,0.242,0.452,0.401,0.266,0.501,0.401,0.42,0.235,0.402,0.326,91,9.1,12.4,47.4
Taveras,Leody,665750,2022,314,0.261,0.366,0.308,0.23,0.322,0.27,0.281,0.092,0.332,0.317,89.3,12,4.3,36.1
Cabrera,Oswaldo,665828,2022,154,0.247,0.429,0.31,0.22,0.361,0.287,0.288,0.141,0.347,0.306,86.8,21.5,6.3,34.8
Cruz,Oneil,665833,2022,331,0.233,0.45,0.294,0.223,0.41,0.304,0.286,0.188,0.439,0.36,91.9,8.3,15.5,46.1
ChisholmJr.,Jazz,665862,2022,213,0.254,0.535,0.324,0.242,0.473,0.345,0.32,0.23,0.442,0.352,90.4,15.5,16.7,46.7
Gimenez,Andres,665926,2022,491,0.297,0.466,0.368,0.257,0.4,0.326,0.336,0.143,0.368,0.332,87.8,11.7,6.2,37.8
Kirilloff,Alex,666135,2022,144,0.25,0.361,0.288,0.232,0.369,0.282,0.274,0.138,0.34,0.304,89.3,6.1,6.4,45.5
Lowe,Josh,666139,2022,181,0.221,0.343,0.283,0.212,0.339,0.272,0.276,0.127,0.373,0.333,88.3,11.4,5.2,37.1
Lux,Gavin,666158,2022,421,0.276,0.399,0.346,0.247,0.372,0.314,0.325,0.124,0.351,0.322,88,6.8,6.1,39.8
Moniak,Mickey,666160,2022,106,0.17,0.302,0.205,0.155,0.262,0.203,0.193,0.107,0.307,0.265,84.9,19.1,7.9,31.7
Adell,Jo,666176,2022,268,0.224,0.373,0.263,0.201,0.315,0.251,0.245,0.114,0.375,0.337,87.4,16.7,9.9,37.7
Beer,Seth,666179,2022,111,0.189,0.243,0.278,0.215,0.315,0.276,0.302,0.101,0.315,0.296,85.9,10.7,3.7,29.6
Bichette,Bo,666182,2022,652,0.29,0.469,0.333,0.278,0.444,0.334,0.322,0.166,0.408,0.364,91.9,8.5,9.6,50.3
Carlson,Dylan,666185,2022,432,0.236,0.38,0.316,0.234,0.355,0.301,0.316,0.121,0.326,0.298,86.1,12.9,4.4,27.2
Trammell,Taylor,666211,2022,102,0.196,0.402,0.282,0.206,0.357,0.292,0.294,0.151,0.356,0.302,88.3,20.5,9.9,28.2
Morel,Christopher,666624,2022,379,0.235,0.433,0.306,0.233,0.435,0.324,0.307,0.202,0.447,0.364,89.6,9.1,13.4,40.3
Castro,Rodolfo,666801,2022,253,0.233,0.427,0.299,0.21,0.354,0.28,0.276,0.144,0.344,0.297,87.3,11.7,6.7,35
Dalbec,Bobby,666915,2022,317,0.215,0.369,0.283,0.216,0.379,0.296,0.287,0.163,0.406,0.341,90.3,15.2,11.8,45.8
Garcia,Adolis,666969,2022,605,0.25,0.456,0.3,0.244,0.447,0.322,0.296,0.204,0.422,0.347,92.1,13.2,12.9,47.4
GurrielJr.,Lourdes,666971,2022,453,0.291,0.4,0.343,0.273,0.4,0.321,0.328,0.127,0.356,0.334,90.6,10.9,3.8,45.7
Arozarena,Randy,668227,2022,586,0.263,0.445,0.327,0.234,0.382,0.301,0.301,0.148,0.36,0.318,89.9,8.8,7.9,41
Pratto,Nick,668472,2022,158,0.184,0.386,0.269,0.173,0.322,0.267,0.266,0.149,0.364,0.296,86,19.7,12.5,36.5
Bleday,JJ,668709,2022,204,0.167,0.309,0.277,0.19,0.315,0.28,0.297,0.126,0.32,0.279,86.3,25,8.6,33.8
Steer,Spencer,668715,2022,95,0.211,0.326,0.306,0.209,0.308,0.281,0.305,0.099,0.309,0.288,84.7,13.6,5.8,31.9
Baddoo,Akil,668731,2022,201,0.204,0.269,0.289,0.192,0.27,0.253,0.278,0.078,0.295,0.282,85,14.2,3.6,27
Mitchell,Cal,668751,2022,212,0.226,0.349,0.284,0.238,0.358,0.292,0.297,0.121,0.341,0.315,89.9,7.5,4.9,40.7
Knizner,Andrew,668800,2022,260,0.215,0.3,0.3,0.219,0.306,0.28,0.305,0.087,0.3,0.288,86,15.6,3.5,33.2
Reynolds,Bryan,668804,2022,542,0.262,0.461,0.345,0.249,0.416,0.329,0.334,0.167,0.385,0.336,90.2,12,7.9,42.9
Rutschman,Adley,668939,2022,398,0.254,0.445,0.362,0.248,0.411,0.342,0.358,0.163,0.359,0.315,87.9,15.6,7.9,36.8
Rojas,Josh,668942,2022,443,0.269,0.391,0.345,0.242,0.365,0.308,0.327,0.123,0.334,0.309,88.8,11.9,4.5,36.1
MelendezJr.,MJ,669004,2022,460,0.217,0.393,0.313,0.237,0.41,0.332,0.334,0.173,0.392,0.331,90.7,15.1,10.4,43.5
Marsh,Brandon,669016,2022,424,0.245,0.384,0.293,0.226,0.372,0.287,0.279,0.146,0.41,0.359,89.2,10.9,7.4,38.2
Huff,Sam,669087,2022,121,0.24,0.372,0.303,0.226,0.385,0.294,0.29,0.159,0.4,0.346,88.9,9.7,10.1,36.7
Langeliers,Shea,669127,2022,142,0.218,0.43,0.261,0.2,0.345,0.261,0.247,0.144,0.372,0.317,87.3,16.9,9.9,38.5
Murphy,Sean,669221,2022,537,0.25,0.426,0.332,0.255,0.439,0.344,0.34,0.184,0.39,0.333,88.7,11.5,10.5,41.4
Senzel,Nick,669222,2022,373,0.231,0.306,0.288,0.249,0.355,0.299,0.313,0.106,0.329,0.313,87.2,11.7,3.3,33.9
Edman,Tommy,669242,2022,577,0.265,0.4,0.324,0.258,0.38,0.308,0.318,0.122,0.341,0.319,88.6,8.7,6.2,37.8
Smith,Will,669257,2022,508,0.26,0.465,0.343,0.257,0.473,0.352,0.341,0.216,0.382,0.315,89.9,18.4,10.3,43
Suwinski,Jack,669261,2022,326,0.202,0.411,0.298,0.204,0.393,0.307,0.3,0.189,0.392,0.313,88.3,14.3,12.2,40.4
Espinal,Santiago,669289,2022,449,0.267,0.37,0.322,0.263,0.348,0.298,0.319,0.085,0.313,0.309,86.1,14.1,3.4,31.7
Miranda,Jose,669304,2022,444,0.268,0.426,0.325,0.253,0.41,0.317,0.312,0.157,0.358,0.318,89.3,13.8,6.2,42.4
Thompson,Bubba,669352,2022,170,0.265,0.312,0.298,0.171,0.234,0.203,0.212,0.064,0.263,0.255,84.8,5.3,1.7,21.6
Gorman,Nolan,669357,2022,283,0.226,0.42,0.3,0.239,0.476,0.341,0.312,0.237,0.479,0.376,89.2,20,14.4,43.3
Hiura,Keston,669374,2022,234,0.226,0.449,0.316,0.205,0.425,0.317,0.297,0.221,0.507,0.389,91.7,16.1,15.3,45.2
Burger,Jake,669394,2022,168,0.25,0.458,0.301,0.225,0.46,0.318,0.281,0.235,0.438,0.338,90.7,12.3,14.9,43
Allen,Nick,669397,2022,299,0.207,0.291,0.252,0.21,0.266,0.238,0.259,0.056,0.264,0.267,83.9,7.6,1.2,22.3
Hummel,Cooper,669450,2022,176,0.176,0.307,0.274,0.21,0.332,0.292,0.307,0.122,0.374,0.335,87.6,7.7,7.1,35.4
Smith,JoshH.,669701,2022,213,0.197,0.249,0.304,0.224,0.313,0.296,0.33,0.09,0.301,0.288,87,19.2,2.4,28.6
Hays,Austin,669720,2022,535,0.25,0.413,0.306,0.24,0.372,0.298,0.298,0.132,0.337,0.306,87.7,11.3,5.2,37.7
Hall,Darick,669742,2022,136,0.25,0.522,0.282,0.232,0.462,0.312,0.264,0.23,0.436,0.343,91.4,18.6,17.4,44.6
Call,Alex,669743,2022,114,0.237,0.412,0.336,0.212,0.294,0.281,0.314,0.082,0.299,0.288,86.3,18.4,1.2,31
Toglia,Michael,669911,2022,111,0.216,0.378,0.275,0.218,0.305,0.261,0.276,0.088,0.375,0.361,87.4,17,7.5,40.3
Lopez,Nicky,670032,2022,436,0.227,0.273,0.275,0.243,0.312,0.273,0.296,0.069,0.282,0.284,84.9,4.9,1.6,22.9
Alvarez,Yordan,670541,2022,470,0.306,0.613,0.406,0.329,0.672,0.462,0.43,0.343,0.548,0.423,95.2,12.3,21,59.8
Paredes,Isaac,670623,2022,331,0.205,0.435,0.304,0.21,0.348,0.297,0.31,0.138,0.301,0.263,87.4,15.8,6.4,38.7
Brosseau,Mike,670712,2022,141,0.255,0.418,0.344,0.213,0.359,0.3,0.307,0.146,0.373,0.323,89.1,14.6,8.6,41.9
Walls,Taylor,670764,2022,407,0.172,0.285,0.266,0.196,0.304,0.27,0.29,0.108,0.304,0.277,86.3,16.6,6.2,28.5
Gonzalez,Luis,670768,2022,311,0.254,0.36,0.323,0.215,0.306,0.268,0.289,0.091,0.294,0.279,86.9,10.9,2.9,32
FriedlJr.,TJ,670770,2022,225,0.24,0.436,0.314,0.215,0.335,0.283,0.295,0.119,0.284,0.257,87.2,19.8,4.7,29.8
Waters,Drew,671221,2022,96,0.24,0.479,0.321,0.195,0.376,0.293,0.285,0.18,0.418,0.335,84.1,10.4,12.5,28.6
Garcia,Luis,671277,2022,360,0.275,0.408,0.294,0.26,0.409,0.305,0.285,0.149,0.381,0.34,87.3,5.5,7.5,36.7
HarrisII,Michael,671739,2022,414,0.297,0.514,0.338,0.268,0.46,0.335,0.312,0.192,0.422,0.362,89.5,4.5,10.1,45.1
Kelenic,Jarred,672284,2022,163,0.141,0.313,0.221,0.172,0.351,0.269,0.252,0.179,0.358,0.277,86,18,13.6,35
Kirk,Alejandro,672386,2022,470,0.285,0.415,0.372,0.278,0.431,0.351,0.367,0.153,0.347,0.316,90.5,8.1,6.7,45.4
Perdomo,Geraldo,672695,2022,431,0.195,0.262,0.278,0.213,0.282,0.269,0.302,0.069,0.283,0.28,85,12.1,2,25.1
Marcano,Tucupita,672779,2022,160,0.206,0.306,0.249,0.176,0.243,0.213,0.227,0.068,0.248,0.24,84.7,11.1,1.6,17.2
RobertJr.,Luis,673357,2022,380,0.284,0.426,0.319,0.272,0.449,0.327,0.307,0.178,0.387,0.34,89.3,10,8.9,42.8
Kim,Ha-Seong,673490,2022,517,0.251,0.383,0.323,0.25,0.368,0.309,0.324,0.119,0.33,0.307,86.7,16.1,4.2,32.4
Suzuki,Seiya,673548,2022,397,0.262,0.433,0.336,0.247,0.419,0.327,0.325,0.172,0.397,0.342,89.6,11.2,11,41.3
Jung,Josh,673962,2022,98,0.204,0.418,0.235,0.225,0.403,0.287,0.255,0.178,0.45,0.374,85.5,14.3,10.2,32.2
Smith,Kevin,675656,2022,139,0.18,0.302,0.212,0.186,0.319,0.236,0.223,0.133,0.304,0.262,87,16.4,7.8,33.3
Velazquez,Nelson,676369,2022,185,0.205,0.373,0.286,0.209,0.399,0.305,0.291,0.19,0.405,0.325,89.2,12.3,13.3,43.6
Clement,Ernie,676391,2022,163,0.184,0.209,0.24,0.235,0.328,0.277,0.29,0.093,0.29,0.278,85,11.8,3.6,25.7
Barrero,Jose,676480,2022,165,0.152,0.206,0.195,0.14,0.211,0.18,0.185,0.071,0.284,0.261,87.5,17.7,2.2,35.2
Madris,Bligh,676632,2022,113,0.177,0.265,0.244,0.211,0.309,0.262,0.275,0.098,0.309,0.29,88.9,10.5,4.9,41.5
Meyers,Jake,676694,2022,150,0.227,0.313,0.269,0.205,0.292,0.251,0.254,0.086,0.351,0.326,87.3,7.2,5.2,37.1
Trejo,Alan,676701,2022,118,0.271,0.424,0.312,0.242,0.375,0.291,0.285,0.133,0.362,0.329,86.2,13.6,4.6,31.4
McCormick,Chas,676801,2022,359,0.245,0.407,0.332,0.232,0.414,0.325,0.321,0.183,0.393,0.329,88.1,12.8,10.2,39
Franco,Wander,677551,2022,314,0.277,0.417,0.328,0.285,0.408,0.331,0.34,0.123,0.338,0.319,87.3,8.2,4.6,35.8
Rodriguez,Julio,677594,2022,511,0.284,0.509,0.345,0.254,0.46,0.337,0.319,0.206,0.428,0.356,92,10.1,13.1,50.7
Duran,Ezequiel,677649,2022,208,0.236,0.365,0.277,0.216,0.317,0.256,0.259,0.101,0.313,0.293,85.9,9.5,4.5,31.8
Thomas,Alek,677950,2022,381,0.231,0.344,0.275,0.238,0.335,0.277,0.285,0.097,0.31,0.295,87.4,2.6,3.8,34.6
WittJr.,Bobby,677951,2022,591,0.254,0.428,0.294,0.252,0.427,0.313,0.294,0.174,0.377,0.326,89.7,16.8,8.7,38.6
Torkelson,Spencer,679529,2022,360,0.203,0.319,0.285,0.226,0.378,0.305,0.307,0.151,0.358,0.313,90.5,15,8.4,41.8
Vavra,Terrin,679631,2022,89,0.258,0.337,0.34,0.264,0.353,0.318,0.348,0.089,0.34,0.332,87.5,10.7,1.4,23.6
Palacios,Richie,680700,2022,112,0.232,0.286,0.293,0.244,0.31,0.277,0.308,0.066,0.296,0.3,85,13.5,1.1,21.5
Kwan,Steven,680757,2022,563,0.298,0.4,0.371,0.268,0.341,0.312,0.348,0.073,0.298,0.3,85.1,11.8,1.4,20.8
Duran,Jarren,680776,2022,204,0.221,0.363,0.283,0.219,0.353,0.282,0.281,0.134,0.355,0.315,89.3,7.6,7.7,38
Jeffers,Ryan,680777,2022,212,0.208,0.363,0.284,0.218,0.424,0.315,0.295,0.206,0.388,0.309,88.2,18.2,13.2,42.4
Burdick,Peyton,680814,2022,92,0.207,0.38,0.284,0.205,0.387,0.296,0.283,0.182,0.408,0.331,90,18,10.5,38.6
Miller,Owen,680911,2022,424,0.243,0.351,0.301,0.246,0.341,0.291,0.307,0.095,0.325,0.312,85.8,10.1,3.5,31.2
Donovan,Brendan,680977,2022,391,0.281,0.379,0.393,0.266,0.365,0.339,0.381,0.099,0.332,0.322,87.7,6,3.4,37.7
Stott,Bryson,681082,2022,427,0.234,0.358,0.294,0.237,0.34,0.284,0.297,0.103,0.315,0.299,88.1,13.1,4.4,36.8
