last_name,first_name,player_id,year,b_ab,batting_avg,slg_percent,on_base_percent,xba,xslg,xwoba,xobp,xiso,xwobacon,xbacon,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,hard_hit_percent
Tucker,Cole,657061,2019,147,0.211,0.361,0.264,0.24,0.365,0.283,0.294,0.125,0.354,0.334,87.9,6.6,4.6,36.5
Verdugo,Alex,657077,2019,343,0.294,0.475,0.342,0.289,0.458,0.339,0.34,0.168,0.363,0.334,89.4,9,5.7,39.7
DeJong,Paul,657557,2019,583,0.233,0.444,0.318,0.237,0.446,0.331,0.325,0.209,0.383,0.319,87,18.3,8.6,33.9
Laureano,Ramon,657656,2019,434,0.288,0.521,0.339,0.268,0.484,0.342,0.325,0.216,0.434,0.371,89.7,14.7,9.7,40.4
Moncada,Yoan,660162,2019,511,0.315,0.548,0.367,0.282,0.518,0.358,0.337,0.236,0.472,0.401,93.1,12.3,12.2,47.9
Ohtani,Shohei,660271,2019,384,0.286,0.505,0.341,0.28,0.487,0.35,0.339,0.207,0.446,0.39,92.8,6.8,12.2,47.1
AcunaJr.,Ronald,660670,2019,626,0.28,0.518,0.364,0.279,0.574,0.39,0.365,0.294,0.502,0.399,90.6,14.2,15,47.4
Riley,Austin,663586,2019,274,0.226,0.471,0.279,0.227,0.46,0.309,0.281,0.234,0.465,0.373,89.4,20.6,13.7,44.6
Grisham,Trent,663757,2019,156,0.231,0.41,0.328,0.237,0.384,0.316,0.337,0.147,0.374,0.34,87.6,15.7,5.4,34.6
Lowe,Nathaniel,663993,2019,152,0.263,0.454,0.325,0.259,0.455,0.33,0.322,0.197,0.437,0.378,91.3,13,10.6,45.2
Happ,Ian,664023,2019,140,0.264,0.564,0.333,0.237,0.51,0.342,0.31,0.273,0.423,0.328,89.8,16,13.7,38.2
France,Ty,664034,2019,184,0.234,0.402,0.294,0.228,0.39,0.294,0.289,0.162,0.352,0.309,88.9,15.1,5.9,42.6
Lowe,Brandon,664040,2019,296,0.27,0.514,0.336,0.237,0.5,0.341,0.308,0.263,0.493,0.385,91.6,19.2,16.3,46.2
Bader,Harrison,664056,2019,347,0.205,0.366,0.313,0.213,0.405,0.314,0.324,0.192,0.39,0.325,88.4,15.3,9.9,35.3
Fletcher,David,664058,2019,596,0.29,0.384,0.349,0.292,0.371,0.319,0.352,0.079,0.32,0.327,83.8,9.9,0.2,17.1
Kingery,Scott,664068,2019,458,0.258,0.474,0.314,0.246,0.434,0.316,0.305,0.188,0.418,0.362,88.4,17.8,8,38.9
Moore,Dylan,664238,2019,247,0.206,0.389,0.301,0.19,0.336,0.277,0.288,0.146,0.351,0.304,88.4,19.2,6.5,36.1
Straw,Myles,664702,2019,108,0.269,0.343,0.375,0.248,0.328,0.313,0.361,0.08,0.317,0.319,84.7,9,1.2,16.5
TatisJr.,Fernando,665487,2019,334,0.317,0.59,0.379,0.256,0.491,0.347,0.327,0.235,0.463,0.381,90.4,6.7,13.2,44.1
GuerreroJr.,Vladimir,665489,2019,464,0.272,0.433,0.339,0.256,0.435,0.329,0.326,0.179,0.363,0.319,89.4,6.7,7.7,38.7
Soto,Juan,665742,2019,542,0.282,0.548,0.401,0.285,0.575,0.409,0.405,0.29,0.465,0.374,92,12.5,12.3,47.8
Bichette,Bo,666182,2019,196,0.311,0.571,0.358,0.269,0.475,0.337,0.32,0.206,0.415,0.359,90,10.4,8.8,43.5
GurrielJr.,Lourdes,666971,2019,314,0.277,0.541,0.327,0.251,0.502,0.34,0.306,0.251,0.428,0.345,90.4,14.4,11.2,45.3
Rogers,Jake,668670,2019,112,0.125,0.259,0.219,0.126,0.224,0.207,0.223,0.097,0.268,0.232,83,19.7,4.8,20.6
Reynolds,Bryan,668804,2019,491,0.314,0.503,0.377,0.293,0.474,0.359,0.361,0.181,0.429,0.389,89.5,9.4,6.7,41.6
Rojas,Josh,668942,2019,138,0.217,0.312,0.312,0.24,0.412,0.323,0.332,0.172,0.388,0.342,89,10.3,6.2,42.3
Senzel,Nick,669222,2019,375,0.256,0.427,0.312,0.239,0.407,0.305,0.3,0.168,0.371,0.327,87.8,11.1,8,38.2
Edman,Tommy,669242,2019,326,0.304,0.5,0.35,0.283,0.441,0.331,0.331,0.158,0.375,0.349,87.4,14.2,5.3,33.6
Solak,Nick,669256,2019,116,0.293,0.491,0.393,0.249,0.426,0.339,0.355,0.177,0.377,0.333,88.3,6.3,9.2,32.2
Smith,Will,669257,2019,170,0.253,0.571,0.337,0.222,0.449,0.322,0.312,0.226,0.392,0.316,89.4,23.8,10.7,38.8
Hiura,Keston,669374,2019,314,0.303,0.57,0.368,0.256,0.514,0.352,0.327,0.258,0.485,0.392,91.4,16.4,13.5,50
Lopez,Nicky,670032,2019,379,0.24,0.325,0.274,0.223,0.282,0.242,0.261,0.059,0.254,0.258,85.1,3.1,1.2,19.5
Alvarez,Yordan,670541,2019,313,0.313,0.655,0.412,0.288,0.597,0.41,0.393,0.309,0.522,0.412,92.2,13.4,16.7,48.9
Brosseau,Mike,670712,2019,132,0.273,0.462,0.317,0.215,0.356,0.269,0.265,0.141,0.341,0.305,86.5,14.3,4.3,36.2
Pujols,Albert,405395,2021,275,0.236,0.433,0.284,0.256,0.46,0.322,0.302,0.204,0.359,0.304,90.3,12,9.1,39.7
Cabrera,Miguel,408234,2021,472,0.256,0.386,0.316,0.234,0.42,0.315,0.301,0.186,0.372,0.312,91.4,10,8.3,49
Molina,Yadier,425877,2021,440,0.252,0.37,0.296,0.255,0.406,0.306,0.3,0.151,0.343,0.31,88,15.3,5.2,31.6
Suzuki,Kurt,435559,2021,219,0.224,0.342,0.291,0.204,0.31,0.264,0.278,0.105,0.272,0.253,85.2,14.6,3.9,27.2
CruzJr.,Nelson,443558,2021,513,0.265,0.497,0.332,0.264,0.512,0.363,0.341,0.248,0.439,0.353,92.9,11.8,13.6,52.5
Peralta,David,444482,2021,487,0.259,0.402,0.325,0.243,0.345,0.293,0.313,0.103,0.315,0.3,89.3,5.3,5,41.8
Pina,Manny,444489,2021,180,0.189,0.439,0.293,0.219,0.441,0.331,0.32,0.222,0.349,0.277,86.5,18.8,10.5,32.2
Escobar,Alcides,444876,2021,319,0.288,0.404,0.338,0.271,0.362,0.309,0.325,0.091,0.335,0.328,81.7,11.1,3,21
Longoria,Evan,446334,2021,253,0.261,0.482,0.351,0.253,0.486,0.351,0.344,0.234,0.42,0.343,94.1,15.5,13.4,54.5
Cabrera,Asdrubal,452678,2021,309,0.23,0.366,0.313,0.214,0.331,0.286,0.302,0.117,0.318,0.289,87.8,14.5,6,30.9
Blackmon,Charlie,453568,2021,514,0.27,0.411,0.351,0.291,0.45,0.359,0.369,0.16,0.385,0.352,87.6,10.2,7,38.5
Maldonado,Martin,455117,2021,373,0.172,0.3,0.272,0.183,0.312,0.267,0.282,0.129,0.316,0.276,88,17.6,5.7,33.2
Chirinos,Robinson,455139,2021,97,0.227,0.454,0.321,0.189,0.362,0.291,0.292,0.172,0.368,0.301,89.4,21.7,8.1,45.2
Cain,Lorenzo,456715,2021,257,0.257,0.401,0.329,0.254,0.382,0.317,0.327,0.128,0.34,0.312,88.4,7.2,4.3,37.6
Solano,Donovan,456781,2021,307,0.28,0.404,0.343,0.275,0.432,0.335,0.34,0.158,0.369,0.335,88.3,11,7.5,36.6
McCutchen,Andrew,457705,2021,482,0.222,0.444,0.334,0.24,0.431,0.344,0.352,0.191,0.39,0.328,88.8,14.6,9,39.5
Upton,Justin,457708,2021,318,0.211,0.409,0.296,0.226,0.429,0.322,0.311,0.203,0.415,0.338,90.1,15.2,11.7,41.6
Turner,Justin,457759,2021,533,0.278,0.471,0.361,0.27,0.47,0.359,0.358,0.199,0.383,0.331,90.9,19.2,7.9,42.4
PoseyIII,Buster,457763,2021,395,0.304,0.499,0.39,0.281,0.469,0.361,0.37,0.188,0.406,0.358,88.5,8.7,8.1,39.4
Votto,Joey,458015,2021,448,0.266,0.563,0.375,0.274,0.592,0.406,0.383,0.318,0.498,0.378,92.9,18.2,17.2,53.2
Gardner,Brett,458731,2021,387,0.222,0.362,0.323,0.219,0.322,0.296,0.326,0.103,0.312,0.292,86.7,12.5,3.4,33.2
Andrus,Elvis,462101,2021,497,0.243,0.32,0.292,0.273,0.375,0.308,0.324,0.102,0.335,0.327,87.8,8.1,2.1,34.8
Ramos,Wilson,467092,2021,151,0.205,0.397,0.245,0.236,0.413,0.308,0.283,0.178,0.374,0.315,89.6,6.6,11.2,44
Santana,Carlos,467793,2021,565,0.214,0.342,0.319,0.244,0.421,0.335,0.345,0.177,0.342,0.296,89.9,12.9,6.8,41.9
Parra,Gerardo,467827,2021,97,0.237,0.351,0.29,0.213,0.297,0.253,0.271,0.084,0.312,0.304,87.5,15.7,1.4,29
Mercer,Jordy,474568,2021,118,0.254,0.364,0.307,0.239,0.351,0.284,0.293,0.113,0.355,0.335,86.7,13.2,3.6,33.3
Belt,Brandon,474832,2021,325,0.274,0.597,0.378,0.243,0.525,0.374,0.354,0.282,0.472,0.358,89.2,23,17,44.8
Zimmerman,Ryan,475582,2021,255,0.243,0.471,0.286,0.232,0.418,0.3,0.277,0.186,0.393,0.331,91.3,7.4,10.6,47.8
Lowrie,Jed,476704,2021,457,0.245,0.398,0.318,0.259,0.464,0.343,0.332,0.206,0.399,0.337,90.7,16.4,9.3,45.9
Avila,Alex,488671,2021,89,0.191,0.348,0.342,0.176,0.316,0.297,0.333,0.14,0.355,0.301,88.6,10.8,11.3,43.4
BrantleyJr.,Michael,488726,2021,469,0.311,0.437,0.362,0.312,0.466,0.361,0.365,0.154,0.378,0.353,89.5,9.9,5.8,42.9
Castro,Jason,488771,2021,149,0.235,0.443,0.352,0.257,0.503,0.376,0.375,0.247,0.501,0.404,90.5,14.5,14.4,42.3
Gurriel,Yuli,493329,2021,530,0.319,0.462,0.383,0.271,0.386,0.326,0.347,0.115,0.325,0.309,89.8,13.4,3.4,42
Rojas,Miguel,500743,2021,495,0.265,0.392,0.321,0.249,0.345,0.292,0.308,0.096,0.303,0.293,86.2,11.5,2.8,32.9
Escobar,Eduardo,500871,2021,549,0.253,0.472,0.314,0.249,0.453,0.328,0.31,0.205,0.382,0.321,87,20.8,8.9,34.5
Adrianza,Ehire,501303,2021,182,0.247,0.401,0.325,0.249,0.37,0.314,0.332,0.121,0.346,0.322,85.4,13.4,2.8,32.6
Lagares,Juan,501571,2021,309,0.236,0.372,0.263,0.244,0.373,0.282,0.274,0.129,0.351,0.323,90.6,8.8,6.7,42.9
Almonte,Abraham,501659,2021,148,0.216,0.399,0.331,0.228,0.358,0.317,0.344,0.129,0.339,0.308,89.3,10.5,7.2,41.4
Davis,Khris,501981,2021,102,0.206,0.363,0.272,0.217,0.412,0.311,0.291,0.194,0.39,0.317,89.9,13.6,11,45.2
Pham,Tommy,502054,2021,475,0.229,0.383,0.34,0.253,0.438,0.35,0.362,0.185,0.4,0.345,90.8,7.6,10,47.6
Martinez,J.D.,502110,2021,570,0.286,0.518,0.349,0.288,0.533,0.374,0.352,0.245,0.467,0.388,92.1,16.9,12.5,49.4
Reddick,Josh,502210,2021,151,0.258,0.371,0.285,0.262,0.367,0.285,0.289,0.104,0.338,0.327,85.1,16.8,2.5,32.2
Dyson,Jarrod,502481,2021,135,0.207,0.289,0.255,0.22,0.285,0.251,0.271,0.066,0.288,0.288,83.5,4.1,0.9,27.4
Goldschmidt,Paul,502671,2021,603,0.294,0.514,0.365,0.293,0.575,0.397,0.366,0.282,0.468,0.376,92.6,17.1,13.6,50.6
Gonzalez,Marwin,503556,2021,276,0.199,0.304,0.274,0.218,0.334,0.281,0.292,0.116,0.331,0.304,87.9,8.9,4.5,34.5
Leon,Sandy,506702,2021,202,0.183,0.267,0.236,0.17,0.258,0.216,0.225,0.088,0.265,0.247,87.3,20,2.1,26.4
Altuve,Jose,514888,2021,601,0.278,0.489,0.35,0.262,0.421,0.332,0.339,0.159,0.344,0.309,87.7,15.6,6.4,35
Hernandez,Cesar,514917,2021,570,0.232,0.386,0.308,0.243,0.386,0.311,0.319,0.144,0.353,0.318,87.4,10.7,6.8,33.2
Segura,Jean,516416,2021,514,0.29,0.436,0.347,0.266,0.396,0.319,0.328,0.13,0.337,0.313,87.2,5.8,5.9,37.4
Castro,Starlin,516770,2021,315,0.283,0.375,0.332,0.272,0.412,0.324,0.328,0.139,0.367,0.339,88.4,9.2,5.4,40.1
Marte,Starling,516782,2021,467,0.31,0.458,0.382,0.277,0.438,0.347,0.354,0.161,0.389,0.35,87.6,4.6,8.4,39.6
Culberson,Charlie,518586,2021,247,0.243,0.381,0.292,0.229,0.321,0.269,0.284,0.092,0.321,0.309,85.4,10.6,3.2,29.8
d'Arnaud,Travis,518595,2021,209,0.22,0.388,0.284,0.248,0.406,0.312,0.309,0.158,0.371,0.33,89.9,5.9,7.6,43.9
Donaldson,Josh,518626,2021,457,0.247,0.475,0.352,0.269,0.542,0.388,0.372,0.273,0.447,0.353,94.1,14.6,17.4,52.7
Freeman,Freddie,518692,2021,600,0.3,0.503,0.393,0.32,0.583,0.416,0.41,0.263,0.463,0.388,91.4,12,11.5,46.1
Grandal,Yasmani,518735,2021,279,0.24,0.52,0.419,0.258,0.506,0.412,0.438,0.248,0.455,0.365,93.1,14.2,13.3,53.2
Heyward,Jason,518792,2021,323,0.214,0.347,0.28,0.234,0.367,0.294,0.299,0.134,0.327,0.297,88.2,7.5,4.7,42.4
LeMahieu,DJ,518934,2021,597,0.268,0.362,0.349,0.283,0.397,0.34,0.366,0.114,0.35,0.337,90.6,5,3.7,43.5
Moreland,Mitch,519048,2021,229,0.227,0.415,0.286,0.226,0.395,0.297,0.286,0.17,0.35,0.3,91,12.9,9.2,47.7
Moustakas,Mike,519058,2021,183,0.208,0.372,0.282,0.202,0.329,0.276,0.282,0.126,0.307,0.272,87,18.6,5.7,31.4
Rizzo,Anthony,519203,2021,496,0.248,0.44,0.344,0.261,0.434,0.347,0.356,0.173,0.357,0.314,90.1,14.8,7.7,41.1
Sogard,Eric,519299,2021,169,0.249,0.314,0.283,0.201,0.271,0.228,0.241,0.07,0.25,0.244,84,12.1,0.7,14.9
Stanton,Giancarlo,519317,2021,510,0.273,0.516,0.354,0.262,0.498,0.363,0.346,0.237,0.463,0.378,95.1,10.3,15.7,56.3
Vogt,Stephen,519390,2021,210,0.195,0.333,0.282,0.213,0.353,0.288,0.3,0.14,0.329,0.291,88.5,19.2,5.1,35.9
Galvis,Freddy,520471,2021,356,0.242,0.407,0.299,0.222,0.35,0.28,0.286,0.128,0.311,0.283,86.8,14.1,4.9,31.7
Perez,Salvador,521692,2021,620,0.273,0.544,0.316,0.276,0.565,0.374,0.321,0.289,0.487,0.38,93,15.9,16.3,56.2
Flores,Wilmer,527038,2021,389,0.262,0.447,0.335,0.238,0.4,0.312,0.314,0.161,0.313,0.276,88.6,18,6,35.4
Garcia,Avisail,541645,2021,461,0.262,0.49,0.33,0.278,0.514,0.366,0.346,0.236,0.452,0.374,90.4,9.3,12.2,46.4
Ozuna,Marcell,542303,2021,188,0.213,0.356,0.288,0.268,0.46,0.347,0.338,0.192,0.41,0.355,89.7,14.5,9.9,40.8
Villar,Jonathan,542340,2021,454,0.249,0.416,0.321,0.235,0.388,0.307,0.31,0.153,0.377,0.332,88,7,7.4,34.9
Ortega,Rafael,542364,2021,296,0.291,0.463,0.358,0.252,0.381,0.311,0.325,0.129,0.355,0.331,88.3,18.3,5.7,34.6
Santana,Danny,542454,2021,116,0.181,0.345,0.252,0.191,0.365,0.275,0.261,0.174,0.317,0.258,87.6,16.6,7,33.7
Aguilar,Jesus,542583,2021,449,0.261,0.459,0.325,0.26,0.453,0.334,0.329,0.193,0.375,0.323,89.6,19,8.5,41
Berti,Jon,542932,2021,233,0.21,0.313,0.31,0.233,0.325,0.302,0.334,0.092,0.329,0.317,87.1,1.9,2.3,38.3
Crawford,Brandon,543063,2021,483,0.298,0.522,0.373,0.259,0.492,0.356,0.341,0.233,0.405,0.33,88.8,14.7,11.5,43.3
Cron,C.J.,543068,2021,470,0.281,0.53,0.375,0.261,0.481,0.364,0.36,0.22,0.418,0.346,88.8,15.8,11.5,42
Dickerson,Alex,543105,2021,283,0.233,0.42,0.304,0.261,0.446,0.337,0.33,0.185,0.412,0.357,87.4,17,10.1,38.6
Gomes,Yan,543228,2021,349,0.252,0.421,0.301,0.28,0.469,0.341,0.328,0.188,0.409,0.36,89.6,14.1,8.8,38.2
Grossman,Robbie,543257,2021,557,0.239,0.415,0.356,0.234,0.399,0.334,0.355,0.165,0.371,0.322,87.8,21.1,7.6,34.1
Harrison,Josh,543281,2021,505,0.279,0.4,0.341,0.278,0.42,0.333,0.34,0.142,0.349,0.324,87.2,14.5,4.4,32.6
Hicks,Aaron,543305,2021,108,0.194,0.333,0.294,0.24,0.421,0.333,0.338,0.18,0.386,0.332,89.3,19.1,10,38.8
Higashioka,Kyle,543309,2021,193,0.181,0.389,0.246,0.233,0.504,0.343,0.297,0.271,0.451,0.34,90.5,21.7,15.6,48.1
Hosmer,Eric,543333,2021,509,0.269,0.395,0.336,0.268,0.406,0.326,0.337,0.137,0.359,0.332,90.5,3.3,5.8,47
McCann,James,543510,2021,375,0.232,0.349,0.294,0.224,0.344,0.284,0.291,0.12,0.357,0.326,87.3,9.3,6.1,40.7
Miller,Brad,543543,2021,331,0.227,0.453,0.321,0.247,0.46,0.345,0.339,0.213,0.451,0.374,92.4,12.9,12.3,47.9
Nola,Austin,543592,2021,173,0.272,0.376,0.34,0.255,0.348,0.301,0.326,0.093,0.289,0.283,89.7,14.7,0.6,41
Rendon,Anthony,543685,2021,217,0.24,0.382,0.329,0.233,0.369,0.303,0.324,0.136,0.312,0.284,89.1,22.3,5.6,38.8
Semien,Marcus,543760,2021,652,0.265,0.538,0.334,0.249,0.459,0.336,0.32,0.211,0.385,0.32,89.7,20.3,9.8,41.3
Shaw,Travis,543768,2021,220,0.2,0.373,0.284,0.215,0.387,0.301,0.3,0.173,0.365,0.309,87.7,19.9,9,38.7
SpringerIII,George,543807,2021,299,0.264,0.555,0.351,0.247,0.507,0.361,0.339,0.259,0.43,0.338,89.4,19,15.4,41.6
Vazquez,Christian,543877,2021,458,0.258,0.352,0.307,0.235,0.337,0.276,0.287,0.102,0.298,0.285,86.3,13.6,2.6,31.1
Wong,Kolten,543939,2021,445,0.272,0.447,0.335,0.251,0.382,0.308,0.317,0.131,0.331,0.307,88.3,12.8,5.5,34.8
Gregorius,Didi,544369,2021,368,0.209,0.37,0.27,0.225,0.329,0.275,0.287,0.105,0.291,0.273,86.1,18.3,2.3,26.6
Garcia,Leury,544725,2021,415,0.267,0.376,0.329,0.24,0.336,0.291,0.312,0.096,0.322,0.309,86.1,4.3,3.3,32.5
Grichuk,Randal,545341,2021,511,0.241,0.423,0.281,0.234,0.402,0.297,0.278,0.167,0.352,0.303,89.8,16.1,8.5,41.1
Marisnick,Jake,545350,2021,176,0.216,0.375,0.283,0.196,0.294,0.259,0.272,0.098,0.336,0.313,88.2,15.2,6.1,36.5
Stassi,Max,545358,2021,282,0.241,0.426,0.326,0.232,0.419,0.323,0.318,0.187,0.428,0.36,89.9,11,11,42.5
Trout,Mike,545361,2021,117,0.333,0.624,0.466,0.302,0.575,0.425,0.442,0.273,0.571,0.468,91.9,12.9,18.4,52.6
Herrera,Odubel,546318,2021,450,0.26,0.416,0.309,0.252,0.378,0.302,0.306,0.125,0.327,0.304,88.9,7.3,4.7,40.1
Alford,Anthony,546990,2021,133,0.233,0.406,0.311,0.199,0.383,0.289,0.28,0.184,0.436,0.353,89,11.8,10.7,42.7
Ruiz,Rio,547004,2021,125,0.168,0.272,0.241,0.184,0.288,0.249,0.262,0.103,0.291,0.266,86.8,9.9,4.4,26.7
Harper,Bryce,547180,2021,488,0.309,0.615,0.427,0.301,0.609,0.43,0.423,0.308,0.523,0.413,92.5,13.3,18.1,49.7
Perez,Roberto,547379,2021,141,0.149,0.319,0.242,0.202,0.39,0.299,0.293,0.188,0.413,0.336,91,6.9,12.6,41.4
Abreu,Jose,547989,2021,566,0.261,0.481,0.351,0.252,0.457,0.349,0.347,0.205,0.4,0.336,92,10.4,10.2,49.3
Diaz,Elias,553869,2021,338,0.246,0.464,0.31,0.247,0.419,0.318,0.312,0.172,0.345,0.3,87.1,14.7,7.9,37.6
Narvaez,Omar,553882,2021,391,0.266,0.402,0.342,0.235,0.369,0.304,0.318,0.134,0.328,0.298,84.6,17.9,5.1,25.6
Astudillo,Willians,553902,2021,208,0.236,0.375,0.259,0.251,0.374,0.28,0.274,0.124,0.282,0.265,85.9,16.8,4.1,33
Suarez,Eugenio,553993,2021,505,0.198,0.428,0.286,0.215,0.455,0.326,0.302,0.24,0.42,0.323,89.1,18.3,15,39.8
Polanco,Gregory,570256,2021,336,0.208,0.354,0.283,0.232,0.411,0.316,0.31,0.179,0.397,0.335,89.9,15.9,9.6,48.3
Gonzalez,Erik,570481,2021,220,0.232,0.3,0.258,0.255,0.351,0.277,0.28,0.096,0.32,0.31,87,0.1,3.3,31.5
Urshela,Gio,570482,2021,420,0.267,0.419,0.301,0.252,0.415,0.304,0.288,0.163,0.384,0.34,88.9,7.5,8,42
Schoop,Jonathan,570731,2021,623,0.278,0.435,0.32,0.258,0.404,0.311,0.305,0.147,0.361,0.327,88.1,10.8,6.8,40.2
Arenado,Nolan,571448,2021,593,0.255,0.494,0.312,0.248,0.42,0.311,0.308,0.172,0.336,0.294,89,20,6.7,37.5
Barnhart,Tucker,571466,2021,348,0.247,0.368,0.317,0.204,0.313,0.265,0.279,0.11,0.308,0.284,87.1,15.5,4,31.1
Farmer,Kyle,571657,2021,483,0.263,0.416,0.316,0.252,0.383,0.302,0.306,0.132,0.336,0.311,87.2,15.8,4.3,31.9
Goodwin,Brian,571718,2021,235,0.221,0.374,0.317,0.248,0.396,0.326,0.342,0.148,0.363,0.328,88.5,16.9,6.1,31.8
Hamilton,Billy,571740,2021,127,0.22,0.378,0.237,0.2,0.265,0.216,0.224,0.065,0.32,0.317,83.9,18.6,1.2,20.2
Haniger,Mitch,571745,2021,620,0.253,0.485,0.318,0.262,0.497,0.353,0.329,0.235,0.438,0.358,89.3,14.8,12.6,45.1
Hernandez,Enrique,571771,2021,508,0.25,0.449,0.337,0.253,0.454,0.346,0.342,0.201,0.38,0.321,90.8,17.9,8.4,43.2
Holt,Brock,571788,2021,235,0.209,0.298,0.281,0.229,0.315,0.277,0.3,0.086,0.297,0.289,86.1,9.8,1.6,24.6
Lamb,Jake,571875,2021,144,0.194,0.368,0.306,0.216,0.393,0.316,0.325,0.177,0.39,0.328,90.6,18.3,11.6,44.2
Muncy,Max,571970,2021,497,0.249,0.527,0.368,0.271,0.58,0.407,0.387,0.309,0.468,0.357,91.2,15.2,16.1,46.6
Myers,Wil,571976,2021,442,0.256,0.434,0.334,0.218,0.37,0.295,0.301,0.152,0.364,0.317,88,10.6,7.5,38
Naquin,Tyler,571980,2021,411,0.27,0.477,0.333,0.264,0.459,0.34,0.328,0.196,0.413,0.354,89.8,9.6,10.4,41.6
Piscotty,Stephen,572039,2021,173,0.22,0.353,0.282,0.221,0.375,0.289,0.284,0.153,0.35,0.306,86.1,17.5,8.8,36.8
Pollock,AJ,572041,2021,384,0.297,0.536,0.355,0.282,0.499,0.359,0.343,0.217,0.418,0.355,90.3,12,11.1,47.4
Seager,Kyle,572122,2021,603,0.212,0.438,0.285,0.221,0.452,0.319,0.294,0.231,0.383,0.301,89,19.5,12.3,40.1
Taylor,MichaelA.,572191,2021,483,0.244,0.356,0.295,0.246,0.39,0.3,0.299,0.144,0.382,0.346,89.4,12.1,6.6,40.2
VoitIII,Luke,572228,2021,213,0.239,0.437,0.328,0.251,0.497,0.359,0.338,0.246,0.483,0.386,90.7,15.9,15.8,52.2
Walker,Christian,572233,2021,401,0.244,0.382,0.315,0.249,0.386,0.311,0.32,0.136,0.369,0.338,88.8,15.6,6.4,41.1
Zunino,Mike,572287,2021,333,0.216,0.559,0.301,0.219,0.532,0.354,0.305,0.313,0.516,0.362,90.7,23.2,24.3,47
Carpenter,Matt,572761,2021,207,0.169,0.275,0.305,0.225,0.427,0.341,0.352,0.202,0.433,0.356,90,21.1,11.5,42
Dickerson,Corey,572816,2021,336,0.271,0.408,0.326,0.244,0.37,0.295,0.302,0.125,0.329,0.306,87.8,10.1,3,35.7
Ruf,Darin,573131,2021,262,0.271,0.519,0.385,0.262,0.515,0.381,0.378,0.253,0.487,0.391,93,9.8,14.2,54.5
Yastrzemski,Mike,573262,2021,468,0.224,0.457,0.31,0.221,0.431,0.318,0.309,0.21,0.378,0.306,89.5,19.4,10.3,39.3
Contreras,Willson,575929,2021,413,0.237,0.438,0.34,0.24,0.448,0.346,0.344,0.209,0.436,0.358,91.8,9.6,11.1,48.4
Iglesias,Jose,578428,2021,483,0.271,0.391,0.309,0.27,0.366,0.297,0.308,0.096,0.326,0.319,85.4,11.5,3.4,28.6
Torreyes,Ronald,591720,2021,318,0.242,0.346,0.282,0.233,0.299,0.256,0.278,0.067,0.266,0.267,82.2,12.2,0.4,14.1
Bryant,Kris,592178,2021,513,0.265,0.481,0.353,0.26,0.449,0.346,0.349,0.189,0.407,0.352,88.2,15.1,10.3,40
Canha,Mark,592192,2021,519,0.231,0.387,0.358,0.231,0.378,0.332,0.358,0.147,0.343,0.305,87.3,13.5,7.1,35.4
Casali,Curt,592200,2021,200,0.21,0.35,0.312,0.199,0.33,0.28,0.304,0.131,0.336,0.297,86.4,23.3,5.9,31.1
Castellanos,Nick,592206,2021,531,0.309,0.576,0.362,0.293,0.535,0.374,0.35,0.241,0.45,0.377,89.8,14,10.6,46.9
Gamel,Ben,592325,2021,340,0.247,0.388,0.345,0.23,0.373,0.315,0.335,0.143,0.371,0.332,89,16.7,7.9,36.5
Goodrum,Niko,592348,2021,290,0.214,0.359,0.292,0.215,0.381,0.304,0.297,0.166,0.411,0.344,88,13.4,10.3,40
Jones,JaCoby,592444,2021,100,0.17,0.25,0.21,0.197,0.333,0.247,0.235,0.136,0.388,0.34,89.4,10.3,8.6,36.2
Judge,Aaron,592450,2021,550,0.287,0.544,0.373,0.308,0.594,0.418,0.394,0.286,0.532,0.431,95.8,11.6,17.6,58.4
Machado,Manny,592518,2021,564,0.278,0.489,0.347,0.291,0.526,0.376,0.363,0.235,0.421,0.354,93.1,14,13.3,52.2
Marmolejos,Jose,592530,2021,106,0.16,0.311,0.262,0.184,0.348,0.279,0.283,0.164,0.348,0.286,89.4,22.7,10.3,35.3
Moran,Colin,592567,2021,318,0.258,0.39,0.334,0.245,0.391,0.315,0.323,0.146,0.37,0.334,89.1,7.2,8.1,37.2
Pederson,Joc,592626,2021,429,0.238,0.422,0.31,0.244,0.441,0.333,0.319,0.197,0.402,0.336,91,14.1,10.1,47.6
Realmuto,J.T.,592663,2021,476,0.263,0.439,0.343,0.253,0.416,0.329,0.335,0.164,0.393,0.347,89.6,11.5,8.6,44.7
Renfroe,Hunter,592669,2021,521,0.259,0.501,0.315,0.26,0.506,0.354,0.32,0.245,0.433,0.348,90.1,15.6,14.4,44.3
Rosario,Eddie,592696,2021,379,0.259,0.435,0.303,0.255,0.427,0.319,0.305,0.172,0.349,0.304,88.5,15.5,5.9,35.8
Simmons,Andrelton,592743,2021,412,0.223,0.274,0.282,0.23,0.281,0.261,0.29,0.05,0.264,0.271,84.1,3.9,0.6,21.8
Yelich,Christian,592885,2021,399,0.248,0.373,0.362,0.254,0.392,0.337,0.368,0.138,0.385,0.352,91,2.8,7.6,48.8
Merrifield,Whit,593160,2021,664,0.277,0.395,0.317,0.263,0.383,0.301,0.306,0.12,0.325,0.308,86.9,14.1,3.5,28.8
